accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-7.249794988602213490e-03,-9.988069949012711168e-01,-9.793408829488175371e+00
-3.943665869768325782e-03,-1.007539928526690831e+00,-9.796819054709157371e+00
4.094815873615445523e-03,-1.002680891136388253e+00,-9.798100062959921530e+00
-2.049293535412584702e-03,-1.005343119281500330e+00,-9.797194109217636893e+00
-7.801437564052430239e-03,-1.001919274068712618e+00,-9.789454760864977345e+00
-5.123450433789248975e-04,-1.002795251901215101e+00,-9.799242002374979776e+00
-2.943310896029236682e-03,-9.961477283183294285e-01,-9.797124173261790858e+00
4.349365568155935495e-03,-1.003154319789824056e+00,-9.801308042696794232e+00
6.547756465723528598e-05,-9.888942727798343268e-01,-9.792753140168446890e+00
-1.459945431269838887e-03,-9.941107648017750709e-01,-9.791936695515035538e+00
-9.761322832005233166e-03,-9.939584175180838921e-01,-9.791730210118132050e+00
-1.871731840820328252e-03,-1.000032384470775471e+00,-9.784101673129502075e+00
6.436761595572223528e-03,-1.000073817454804725e+00,-9.791334182914615880e+00
-1.798565995472398648e-04,-9.970040034237159787e-01,-9.796157733879530483e+00
-4.228580103667878981e-03,-1.006210123080099494e+00,-9.795003231845711866e+00
4.945032305732923600e-03,-9.989132470181907308e-01,-9.793417632605622813e+00
2.040861099398818320e-03,-1.013954093317127825e+00,-9.795109210217917806e+00
-1.049363790347345067e-02,-1.013588736750467234e+00,-9.798009730820997021e+00
1.504365127021412181e-03,-1.002941359189428061e+00,-9.795911486208929375e+00
-4.920467309252792194e-03,-1.000600790197130330e+00,-9.804282301055756932e+00
-9.363110090267030838e-03,-9.976708139240806350e-01,-9.783293250047679024e+00
1.411838676804434006e-03,-9.965493342546233313e-01,-9.795223636051334282e+00
-7.664901537591744564e-03,-9.935833748353828376e-01,-9.791221577330798453e+00
5.035901957802790818e-04,-9.948162222391465637e-01,-9.789022459914395569e+00
-9.289534822309972618e-04,-9.967223049849273098e-01,-9.793053889330861850e+00
-1.804875403940236459e-04,-1.003381337509904547e+00,-9.787888602963503715e+00
-1.938401397588610008e-03,-1.000733447512188068e+00,-9.795704164053784524e+00
8.516522116274477679e-05,-9.991770817328013976e-01,-9.787564086544684017e+00
-3.157836531114051630e-04,-1.010683589927493298e+00,-9.798334261255382316e+00
7.538442808411692855e-03,-9.961434454205120304e-01,-9.785809361148915642e+00
2.102482773308779126e-03,-1.000014598644860975e+00,-9.795531937895598062e+00
-5.515511518103418526e-03,-1.009681921089129686e+00,-9.783651167303172969e+00
3.255049007573663361e-03,-9.926638289129772197e-01,-9.788631687812159754e+00
-1.208397670525225565e-02,-9.957282240140520324e-01,-9.797288894699450523e+00
8.811877518347966407e-04,-9.998291297733882255e-01,-9.790010176373442619e+00
-4.362956685815823701e-03,-9.967097095036943077e-01,-9.790622609841095780e+00
-4.291100283783741247e-03,-1.004001555559660197e+00,-9.798524751912468744e+00
4.893601109263111607e-03,-9.910326101228894569e-01,-9.795110152064079756e+00
-1.038028069812421163e-02,-9.895868792275542836e-01,-9.788672458942034638e+00
8.630291023715480538e-04,-1.003381217553715565e+00,-9.788785421725362923e+00
2.503165384658140313e-03,-9.929761934195209250e-01,-9.798148221552468229e+00
6.026333879302308953e-03,-1.007911283136571301e+00,-9.792698356266063442e+00
1.809239956159389325e-03,-9.975822070529034580e-01,-9.793329049784295748e+00
-5.293769077766729940e-03,-9.918547738305980577e-01,-9.793869230834173933e+00
7.707303654693809999e-03,-1.004131363998177040e+00,-9.809163084609100025e+00
3.454967843195201789e-03,-1.007355777003237307e+00,-9.791440984590197516e+00
2.234323298807622173e-03,-1.003312753085951137e+00,-9.789349045538100924e+00
-9.734608915624489702e-04,-9.994694951752389755e-01,-9.795217615312386883e+00
-7.654552783790153671e-03,-9.965823192199283476e-01,-9.791909669952925555e+00
4.460568302505968016e-03,-1.004668347761724867e+00,-9.798723246884440741e+00
9.132937496115680481e-03,-9.870923561634629140e-01,-9.791473030419027168e+00
2.986108526131257389e-03,-9.978950683819907130e-01,-9.801039510941198074e+00
-1.769070137312294159e-04,-1.000824873223093769e+00,-9.788774668430091808e+00
-7.705130018304283575e-03,-9.936499459200750506e-01,-9.797103349698168984e+00
1.407660442573348003e-05,-9.956884564378152280e-01,-9.795356895324335511e+00
4.098204213186308273e-03,-9.956108115407288350e-01,-9.796544089522356558e+00
-6.874987568917083087e-04,-9.992882804762657223e-01,-9.786037210675218034e+00
1.730323847371025969e-03,-9.982281142808099306e-01,-9.798375572244989229e+00
-3.478807253923998032e-04,-1.004295453425315676e+00,-9.792368817091432476e+00
2.221844052511666619e-03,-9.941513615294643724e-01,-9.785815394354751007e+00
-3.408264190198836974e-03,-9.962777879829458616e-01,-9.796083514107708723e+00
3.099522579982181593e-03,-9.916189267828177112e-01,-9.791285241373868686e+00
3.814728229041929389e-03,-1.005529512289376148e+00,-9.799530706744116415e+00
-5.222691115201430652e-04,-1.000372440967459697e+00,-9.802532492550600551e+00
-9.867611161891975610e-03,-1.002566621949904313e+00,-9.790699273429627425e+00
3.896381456238915113e-03,-9.973607512781775819e-01,-9.796498908061586519e+00
5.076705367069086865e-03,-1.003392462981269162e+00,-9.800857372246595034e+00
-7.383712121659413187e-03,-1.002615491302040418e+00,-9.803977673565020368e+00
2.993844362765829808e-04,-1.004131117628505931e+00,-9.796087252056642214e+00
5.996635682209922394e-04,-9.923162786200082630e-01,-9.796490258120158501e+00
4.723885107224775649e-03,-1.000693604904364875e+00,-9.781894943713448143e+00
2.098028762126872670e-04,-1.011032436984274696e+00,-9.800985906753020060e+00
-1.051961858116564263e-03,-1.002515483975366939e+00,-9.791224441851561267e+00
-4.473616081032314243e-03,-1.000051267850967207e+00,-9.793006370452021159e+00
-1.777290829092803906e-03,-1.009004008592362389e+00,-9.794330317635456140e+00
-2.177788419322471657e-03,-9.976003348669651993e-01,-9.789191455159020450e+00
1.224167372759341803e-03,-9.997509500564359941e-01,-9.790416372980740078e+00
1.405294143679859534e-03,-9.932208836362629301e-01,-9.799842758122094821e+00
8.246926229994568439e-03,-9.989780367049982956e-01,-9.792771587856529791e+00
-1.803559845646612078e-04,-1.000198686123907166e+00,-9.792638510255619266e+00
-2.833703611220492972e-03,-9.991927916474716564e-01,-9.790207771632491784e+00
7.901391638108708898e-03,-9.959166278228445135e-01,-9.803458392806774668e+00
7.272298858887628510e-03,-1.001926689287896410e+00,-9.792694511164409477e+00
-1.942667967845757666e-03,-1.001220900156203131e+00,-9.789822512997874426e+00
-5.116868897513701490e-04,-1.002750140094974540e+00,-9.800409218251019183e+00
6.043995492585167023e-03,-9.948261515319605230e-01,-9.796547364382785616e+00
-2.329894616266622311e-04,-1.001156318670892498e+00,-9.803594991749463361e+00
-1.083021424979869205e-03,-1.002792617895760685e+00,-9.792134583665983882e+00
8.037000270036594521e-03,-1.007282956970449117e+00,-9.791921912957638696e+00
1.103538633055390272e-03,-9.940350060430562795e-01,-9.799051604620691691e+00
8.400868542459316753e-04,-1.008943062347609665e+00,-9.799347110794247584e+00
4.600606468763540277e-03,-1.004149030713274326e+00,-9.788733988587539514e+00
-3.270812072283188661e-03,-1.003149130997754268e+00,-9.792285535922195194e+00
9.477568597219001266e-04,-1.006646633831596693e+00,-9.798834235272263271e+00
-1.197348445125768698e-03,-9.891564082919834799e-01,-9.795910547659879342e+00
6.442282676565526389e-03,-9.976265389701803876e-01,-9.787840466823190866e+00
3.208128731568771143e-04,-1.003418578610600020e+00,-9.795581298955999827e+00
-6.575531191224061236e-04,-9.931741400883422610e-01,-9.793809459598824319e+00
4.567262463854931780e-03,-1.008710587420559079e+00,-9.794651884341362802e+00
-1.478451117581599823e-03,-1.005042882831242101e+00,-9.796106666241502836e+00
4.496314724347455450e-04,-1.015018991707588025e+00,-9.793901106613844831e+00
-8.283116692039604531e-03,-1.010722710105597555e+00,-9.792220185033707835e+00
-5.891512027857399121e-04,-1.007464349161639516e+00,-9.790968325400132954e+00
-1.491078584284940807e-03,-1.001162203431670061e+00,-9.789991490081590086e+00
4.591902643296305576e-04,-9.990177748222834886e-01,-9.795471781591261973e+00
-1.056185768684672621e-03,-9.985969355115118518e-01,-9.798765421486395510e+00
-2.138421811595727414e-03,-1.001626037217382192e+00,-9.797444451684881983e+00
-7.000247770623488873e-03,-9.937733714377724459e-01,-9.794939542756953443e+00
1.177206219021846101e-03,-9.975174119623485547e-01,-9.796899107032047027e+00
-1.137178544972080674e-03,-9.939507838896515235e-01,-9.790704930823521224e+00
-6.380368739318575087e-03,-1.001756850176468427e+00,-9.794143520386828783e+00
-7.462939253185371571e-04,-9.970672913057211373e-01,-9.792744837412044490e+00
-6.833171096327320115e-03,-1.001222766809171549e+00,-9.789997311565272753e+00
5.115292467097615377e-03,-1.007969567136745681e+00,-9.801019069109504045e+00
-9.440096704864465657e-03,-9.858544897923117167e-01,-9.790056499417675084e+00
1.491160858673986137e-03,-1.004631024744097489e+00,-9.792168554587005858e+00
-5.347363327432194148e-03,-9.987623906303226828e-01,-9.804873539296433904e+00
5.336099346256889010e-03,-1.003089355828835405e+00,-9.801377000193571831e+00
-4.362428829037879913e-04,-9.872670849624218814e-01,-9.787240167867231833e+00
-7.413572768528265550e-03,-1.000715126520697051e+00,-9.796723293484559392e+00
9.326083484808150859e-03,-1.003105707900192822e+00,-9.795832436366355367e+00
-9.513097770942473578e-04,-1.003284462048586345e+00,-9.801816296075388735e+00
2.347729053334385741e-03,-9.979599236778194937e-01,-9.795638607793275554e+00
-8.697436703422756904e-03,-9.977713499788748441e-01,-9.795507214140252827e+00
1.050044226223462510e-02,-9.987287899861279072e-01,-9.795540342594829752e+00
-7.098842252230856166e-03,-9.959931247787102704e-01,-9.796663259964415005e+00
4.403016896711755244e-03,-9.904423016429849680e-01,-9.791626000646017403e+00
-2.472073864936406872e-04,-9.932297308521853552e-01,-9.796110240883844966e+00
-6.449222195766518128e-04,-9.996395675779470302e-01,-9.804584455737268556e+00
-5.955479825407307241e-04,-9.951551107635847604e-01,-9.792014900031151825e+00
-5.215826648578249713e-04,-1.006914170223076610e+00,-9.794735356084762756e+00
-7.509304440060914423e-03,-9.968305428929885581e-01,-9.800379674637198946e+00
3.540749379917734144e-03,-1.000343383531574704e+00,-9.794751242525927992e+00
2.728083065820952492e-03,-9.996898728048596583e-01,-9.790679029460200411e+00
-3.318606866367753132e-03,-1.011000416895136533e+00,-9.790301873121702414e+00
7.391669948880738757e-03,-1.001955817003767457e+00,-9.792518870806384612e+00
-4.641414107315372148e-04,-9.963886124373807496e-01,-9.801990921511931631e+00
-3.184771005616153679e-03,-1.003315418882697374e+00,-9.796936911313057550e+00
2.274728310658730678e-03,-9.968044772599666814e-01,-9.791488410874746862e+00
-3.211563548206592279e-03,-1.002937724585809987e+00,-9.795532393609571287e+00
-5.355453435457280080e-03,-1.011405679244215650e+00,-9.795749181336404376e+00
-6.432124904880232377e-03,-9.984109513139323155e-01,-9.799471213179408835e+00
2.686077507670037775e-03,-1.002690963134226232e+00,-9.793758735360084344e+00
5.702862016282437586e-03,-9.912163988975458695e-01,-9.792076392696310805e+00
5.179794817652280670e-03,-1.002478036901440328e+00,-9.791138571946341074e+00
5.611690993538593752e-04,-1.004670748424303817e+00,-9.794523050717019785e+00
-3.330883240867241711e-03,-1.000996520029500347e+00,-9.793153362568338238e+00
-1.889470437472270730e-03,-9.940118190965396838e-01,-9.789190679439638387e+00
6.217769553376922137e-03,-1.004472548818090782e+00,-9.793920902371409554e+00
-1.709164007475772276e-04,-9.958100019639862799e-01,-9.793052095328505402e+00
6.187101301623852169e-03,-9.999746918419628594e-01,-9.798001712421703147e+00
-2.542796083026482661e-04,-1.001502439035051761e+00,-9.795607218486395595e+00
-3.286706887832504154e-04,-1.002389448898297397e+00,-9.793596009434482497e+00
-6.366989299593811547e-03,-1.002907933913603333e+00,-9.795625928382726499e+00
-1.154757633350283509e-02,-9.996824391829992607e-01,-9.796521313315798452e+00
1.733807879801177627e-03,-1.000793086104586394e+00,-9.789063383872193214e+00
-2.420513185674688303e-03,-1.002180799951819079e+00,-9.793398951588121903e+00
-1.766715629359839283e-03,-1.000605799210309677e+00,-9.795676458183827151e+00
1.976256407364494153e-03,-1.003673430596425442e+00,-9.798170061985691959e+00
8.392041100478889572e-04,-1.002541669849938089e+00,-9.798215469531433186e+00
1.506795456320943498e-03,-9.908088828127886716e-01,-9.789235552573950727e+00
3.218624149284086185e-03,-9.990988207216657813e-01,-9.793707000681674657e+00
1.133264888179198911e-02,-9.952468779781686870e-01,-9.788235206139910716e+00
-8.808549211063962034e-03,-1.002927918538853103e+00,-9.793129413645109693e+00
-4.782090200300542771e-03,-9.993001481071618342e-01,-9.790819937389953154e+00
-3.306936608708234762e-03,-1.001640157480921056e+00,-9.789868364968569381e+00
4.305998240454434692e-04,-9.981698418118806204e-01,-9.794060922467341612e+00
5.708417238462409025e-03,-9.966991348950214880e-01,-9.795810900298565826e+00
4.519104108080438179e-03,-1.000503479036752186e+00,-9.802482120019123002e+00
5.031444989334989300e-03,-9.977493489806201765e-01,-9.798601557118090000e+00
-2.395222675238012442e-03,-1.004705722954696068e+00,-9.796465574740260251e+00
5.368257291366287411e-03,-1.004067539778014551e+00,-9.793641796710955916e+00
3.004524040964337128e-03,-9.955654234425224125e-01,-9.790876291170704349e+00
1.325794419938963568e-02,-1.000099674303992714e+00,-9.790143308126920019e+00
4.864861029305763383e-03,-9.957365576762144954e-01,-9.799540213255934162e+00
-6.215104101025712043e-03,-9.967398719830139475e-01,-9.795645935248384006e+00
5.550939032998873993e-03,-1.004514194387327697e+00,-9.793458774618708063e+00
-7.473987805105248390e-05,-9.843666260914279986e-01,-9.790056578237599894e+00
-5.024162116827329480e-03,-9.949861738310137316e-01,-9.794365262708064179e+00
2.448217870761610314e-03,-1.000120731718062705e+00,-9.799220065335024543e+00
2.770041755188880610e-03,-9.954451850446874861e-01,-9.794390178107937217e+00
-1.548898969387132139e-03,-1.003402455531943183e+00,-9.797669512510825740e+00
3.556967618837754332e-03,-1.007996255947692044e+00,-9.797020143700171602e+00
-3.276037159362722977e-03,-1.001224997083121071e+00,-9.796914713789286466e+00
3.091563191872878560e-03,-1.004555342569567689e+00,-9.790022462950751958e+00
9.828491301890221552e-04,-9.947265418616875188e-01,-9.794623792763049508e+00
-8.408797519421426850e-03,-9.992548562874356000e-01,-9.799809584785689864e+00
5.333120462085931372e-04,-1.001746292863110455e+00,-9.798226880482575396e+00
-2.647858444376493831e-03,-9.936621993009183695e-01,-9.790762243469174564e+00
6.470141368748262610e-04,-1.004750187547172269e+00,-9.787317834085348167e+00
2.254098960752993607e-03,-9.962800968302031324e-01,-9.799594687022032957e+00
-6.893116348753859472e-03,-9.942275659218677841e-01,-9.803122736638908208e+00
-4.198773395664874390e-03,-1.001005429141854197e+00,-9.797885666393469251e+00
1.068714377217096874e-03,-1.003344394297029707e+00,-9.793523843089079861e+00
1.681970237126460040e-03,-1.002417416432240360e+00,-9.795763593578335815e+00
-2.958525318448499385e-03,-1.000765642566267877e+00,-9.791576468275692946e+00
-4.040502771511926029e-03,-1.005450842121534460e+00,-9.801097132416334290e+00
5.079616516471101577e-05,-1.002136089391092444e+00,-9.792272750096373102e+00
1.936463965025749445e-03,-9.954272734478898377e-01,-9.783999486751254082e+00
-6.945534954424726487e-03,-1.009866753218105151e+00,-9.787424847912770787e+00
-6.449151335813347805e-03,-9.939809893137820929e-01,-9.795997477881405402e+00
3.480532817988158268e-03,-1.000139941859899517e+00,-9.793089649633280658e+00
-1.534771646639193079e-04,-9.937494044727899212e-01,-9.802509498076512173e+00
2.735809374476201854e-03,-9.935095747592050941e-01,-9.789526411548623130e+00
-7.390189619782056756e-04,-9.932702731491294124e-01,-9.802770390535103573e+00
-5.943620375895712279e-03,-9.987666459760632387e-01,-9.799094392318890456e+00
-2.592117709168494772e-04,-1.001628542003107025e+00,-9.789250474172206395e+00
1.009750531755596904e-02,-1.004309723724688519e+00,-9.801081158404343796e+00
-4.737637979019671160e-03,-1.000638378697444653e+00,-9.793198125532502019e+00
9.121299331302252372e-03,-1.009822155017594758e+00,-9.788320415266358765e+00
2.269326606080904109e-03,-9.996488201195852241e-01,-9.798785672196226315e+00
-8.336241140467822580e-03,-1.001024962101842775e+00,-9.810044978604098631e+00
6.534472038437823824e-04,-9.995249858035253343e-01,-9.803913674745162510e+00
4.719465661305260497e-03,-9.965602605642580603e-01,-9.797941095382167731e+00
7.017440861421595302e-03,-9.997477036030321118e-01,-9.796657612093145673e+00
-5.964860159089626669e-03,-1.001169645056406932e+00,-9.794554644921754871e+00
-2.521795867379888253e-03,-9.953332793548339552e-01,-9.798044583804937702e+00
2.488159748376600477e-03,-1.000418786963658269e+00,-9.788417466324295546e+00
-9.815421572354559102e-03,-1.004532483236494134e+00,-9.794224959326482960e+00
9.712242375581945156e-03,-9.937818043872176377e-01,-9.794678185098650403e+00
3.733394196012844533e-03,-9.919291944692772978e-01,-9.800870911598321911e+00
-6.178516687774295198e-03,-9.950756997801820658e-01,-9.799540363960925760e+00
7.630086984344819530e-03,-9.968117857284986005e-01,-9.785064990199078494e+00
-3.049209403718047915e-03,-9.915140113812798139e-01,-9.798522429347414686e+00
1.542232311101731550e-03,-9.961681953834190528e-01,-9.794685095667439612e+00
1.505713742079962036e-03,-9.975921659729523050e-01,-9.795489327185897821e+00
9.282910125148347968e-04,-1.000147819114250547e+00,-9.793754860359635828e+00
6.898131964513637415e-03,-1.000690310326198373e+00,-9.790726591400632728e+00
-1.058661991552586196e-02,-9.968253056484854824e-01,-9.795896093384705239e+00
-2.075228133373194141e-03,-9.994803608628998193e-01,-9.796536124094355813e+00
-1.810053444841921814e-03,-1.004468788566575732e+00,-9.799909325616425804e+00
3.110382827924745332e-03,-9.975120524967714397e-01,-9.805055522493715259e+00
1.300837597644837916e-03,-9.957040380526026579e-01,-9.786760136615235695e+00
-4.520161371692584668e-03,-9.915191692728355655e-01,-9.790833462586872926e+00
4.064787066161069072e-03,-1.006016958799888172e+00,-9.800217986186813945e+00
4.598032276835527753e-03,-1.000035065650892063e+00,-9.791709360500007620e+00
2.331355350085051025e-03,-9.998096707608434830e-01,-9.798508457731234245e+00
1.554805883009594859e-02,-1.004937278829424629e+00,-9.777951952357398113e+00
-4.589449282172588900e-03,-9.976801185096608737e-01,-9.799384985764714173e+00
3.465782025005273177e-03,-1.010032558197961672e+00,-9.787441457280905865e+00
-2.917113655002364671e-03,-1.002160084765064019e+00,-9.800384670372714879e+00
-3.322609599933272571e-03,-9.937204253429307022e-01,-9.792130811400447499e+00
2.483727198371476173e-03,-9.869847946857330800e-01,-9.801227013699127966e+00
4.538009941427440311e-03,-1.005125915837997042e+00,-9.799480971121500517e+00
2.978413530405164735e-03,-1.004533251049748221e+00,-9.786520983282624542e+00
-4.751299441901815114e-03,-1.000009884985614272e+00,-9.799302026947845690e+00
-1.573707130420977113e-03,-9.992321339014352821e-01,-9.798155359900361461e+00
7.204080720921279997e-03,-1.006364518980961797e+00,-9.794791547753085581e+00
1.043718443997476952e-04,-1.003032775161065482e+00,-9.793448546127645926e+00
1.441903953629215113e-03,-9.964581752551187055e-01,-9.801520393305207079e+00
-1.240709194518347389e-03,-1.001574748307040297e+00,-9.794025635518240236e+00
1.989104802199187939e-03,-9.975157320056099453e-01,-9.794768049873077587e+00
2.448840212222026715e-03,-9.973891984735059335e-01,-9.800386057667422435e+00
-9.036780339049753016e-03,-9.914099163910605750e-01,-9.793862159433578185e+00
1.938083689743828842e-03,-9.994437451918696258e-01,-9.799145478893406036e+00
-3.803991928454620100e-03,-1.000993299586745655e+00,-9.791587060236448536e+00
6.778479805712907431e-03,-1.004449389818268035e+00,-9.795916477108191245e+00
1.174719353148906452e-03,-9.962578751332245020e-01,-9.793861016453440982e+00
3.689366625546339033e-03,-1.000658261311214714e+00,-9.793569264247697248e+00
-2.202019542525740416e-03,-1.003022293714919355e+00,-9.783293876926000721e+00
3.263794932509199616e-03,-9.962435978481897214e-01,-9.795885635424420812e+00
-6.271207676312696381e-04,-9.927343099551836358e-01,-9.799849111916850930e+00
-9.356293252335807316e-04,-9.969786934739323092e-01,-9.791930357590308276e+00
-5.962592666627327190e-04,-1.003836786058185604e+00,-9.797612251022806973e+00
3.616856737943927643e-03,-1.003996048285317189e+00,-9.798075165347697180e+00
-2.190547848591674947e-03,-1.000337407201884465e+00,-9.788675406410751734e+00
3.198586669461424021e-03,-1.005775656187360534e+00,-9.795099528062353400e+00
-2.309947755687713922e-03,-9.949661901799922159e-01,-9.796368156144344752e+00
-3.535100225125399230e-04,-1.003434933241413196e+00,-9.791225127035515285e+00
3.788601200149194475e-03,-1.007946076166464033e+00,-9.797954256915586413e+00
-3.503470434679965888e-05,-9.971438743963335627e-01,-9.798389034546419296e+00
2.146736088763091278e-03,-9.939825708928476944e-01,-9.805676203919887257e+00
1.881344690565523890e-03,-9.999290092849799638e-01,-9.787450579539532569e+00
7.147513475245378077e-03,-9.938326805810783204e-01,-9.795035799886861128e+00
2.720692550213891191e-03,-1.000270992195793074e+00,-9.790153060843346466e+00
2.427665131066385901e-03,-1.006713265135405377e+00,-9.793326650228330266e+00
5.240006039354405329e-03,-9.922061864462704550e-01,-9.789978481439060687e+00
-3.763066647586793892e-03,-9.986290125273573626e-01,-9.796023290521887361e+00
4.102457532822177330e-03,-1.007676121096579891e+00,-9.791448108409387174e+00
3.895459856428542221e-03,-1.003873943771368848e+00,-9.801557925675304261e+00
2.846987658353238287e-03,-9.873495845292619144e-01,-9.796026234627609242e+00
1.348533271555068386e-02,-9.926637168127928623e-01,-9.789207579084283850e+00
1.191268325250328507e-04,-1.004336867592744875e+00,-9.801074814084801190e+00
1.645604495621521201e-03,-9.951438755907693334e-01,-9.800895521622733142e+00
-1.102628789784563515e-03,-1.003756540734697777e+00,-9.803738746126860804e+00
-1.221223823419756221e-03,-9.924832226233991639e-01,-9.787846814749608271e+00
4.638461806010405961e-03,-1.008990547349405853e+00,-9.787890627751137274e+00
7.455938242435117833e-04,-1.002540260385066384e+00,-9.791466997280677376e+00
-1.849744404972078233e-04,-9.995491009645839364e-01,-9.789238898476380513e+00
5.831950315812585092e-03,-9.955139942569595224e-01,-9.791740199315061233e+00
1.262834903079663573e-03,-1.009602858461405850e+00,-9.791822805215009140e+00
7.363074757423359977e-03,-9.989735771142016496e-01,-9.797122529202553665e+00
6.908172451089036967e-04,-1.010041493331975904e+00,-9.791824873471252744e+00
-3.093586227118148130e-04,-1.000354817765209514e+00,-9.793866036688923415e+00
3.583903235020248533e-04,-1.005534942517894104e+00,-9.789301705362385420e+00
-4.982923150431525089e-03,-9.971897040001101997e-01,-9.797418599086327617e+00
2.785967569471271225e-03,-1.001656681283081163e+00,-9.789491605601803315e+00
3.536652716716567110e-03,-1.009985138726189113e+00,-9.786160296816966309e+00
-7.074557487225850358e-03,-1.003523178732307564e+00,-9.797000636029082443e+00
-4.959658503270979180e-03,-9.933246295303366225e-01,-9.797494771449020590e+00
7.775298274078764824e-04,-9.917680743995845871e-01,-9.790582059837122486e+00
8.245999527690454868e-04,-9.961975896028084643e-01,-9.801141469125655092e+00
3.451707440995442459e-03,-9.941247334853755557e-01,-9.786186638144556582e+00
6.480343464350759621e-03,-1.000647520654891487e+00,-9.790668617373539107e+00
-5.852290517194692898e-03,-9.951066566921694667e-01,-9.789657884498618401e+00
-4.633759904670828149e-03,-1.004389895308709590e+00,-9.790014792895302520e+00
5.268914624145058095e-04,-1.001776971041607567e+00,-9.792209498053239258e+00
5.555552048975043698e-03,-9.989286703295713332e-01,-9.805721131915023037e+00
-1.518718322203114731e-04,-9.968245589180130262e-01,-9.790912171331243030e+00
5.365204284384576805e-03,-9.969992743794462431e-01,-9.787534471925788182e+00
9.023892869957301013e-03,-9.992582504442546476e-01,-9.793922730535507881e+00
-8.988256894216065801e-03,-1.002647251466440625e+00,-9.799191504803717478e+00
2.416078198756354579e-03,-1.001017736460193541e+00,-9.802811695156831817e+00
-3.478915411189005113e-03,-9.970397434684094007e-01,-9.793177871831485248e+00
1.043520008930532567e-03,-1.004216096211864029e+00,-9.787688414184831487e+00
1.005538952784832372e-02,-9.983841763884963028e-01,-9.793391951338438872e+00
2.469277207712272919e-03,-9.945965516365797843e-01,-9.791814166675914421e+00
-5.185387072834259960e-03,-9.952838385653585140e-01,-9.794092497407795861e+00
5.947846501688290426e-03,-1.008848637220418176e+00,-9.800125403038908445e+00
2.706897589703730934e-03,-9.950085954224404672e-01,-9.797411173786287009e+00
1.970072546859727002e-03,-1.002640145531644267e+00,-9.801509488798032521e+00
4.047032395354548465e-03,-9.973174718975523767e-01,-9.794800579336749635e+00
3.351998806681720684e-03,-1.002409997791717355e+00,-9.794673244313562677e+00
-5.779032773275349054e-03,-9.988714377479520623e-01,-9.803900547924259357e+00
-2.980274604391381331e-03,-9.991843847120014388e-01,-9.792903128204768493e+00
-2.788672480646376284e-03,-9.982784258965561319e-01,-9.795782736425321602e+00
2.252125763907058924e-03,-9.973313997896587901e-01,-9.788179654627549908e+00
7.104055966349970275e-03,-9.963573844115966027e-01,-9.785153196747877757e+00
2.458553342348394899e-03,-1.000563242297335842e+00,-9.798952333071017762e+00
1.383022239889484389e-02,-9.908132722687333915e-01,-9.792798324359102580e+00
2.364085786027530969e-03,-9.967343290931894861e-01,-9.788230850230501545e+00
-6.831040609714498536e-03,-1.000237103362506819e+00,-9.793275100394302157e+00
6.752253575041526927e-04,-1.005102993504831010e+00,-9.794691021284512189e+00
-5.201398085650175626e-03,-1.006757259148749251e+00,-9.795427285844493070e+00
1.026077050867286967e-03,-9.933394639046381203e-01,-9.790187634878803280e+00
-2.968071577111077754e-03,-9.999391156665717872e-01,-9.793613233189361722e+00
-4.910739577446785603e-03,-9.960932880540116496e-01,-9.804914697094510245e+00
-8.771357540615608295e-03,-9.942212237932441798e-01,-9.790320115156573522e+00
-6.031646427466731165e-03,-9.981579910165143676e-01,-9.790520821653123207e+00
-1.275223801899938794e-02,-9.978312197091750990e-01,-9.796276369123557259e+00
-2.058398320669250613e-03,-9.965172156708455020e-01,-9.794861345153114129e+00
1.264122773493050762e-03,-1.000004435890894161e+00,-9.791031701029572432e+00
5.412928524318682232e-04,-9.974413813629740000e-01,-9.792518036687056338e+00
-3.202421355808963022e-03,-1.008437296465745980e+00,-9.802226579337691703e+00
1.564647995016822581e-03,-9.940132860313493079e-01,-9.797676965538899552e+00
-6.287851091908778882e-03,-9.969949754517325458e-01,-9.790950102328013216e+00
-9.672532499075176329e-03,-9.930394638051659451e-01,-9.797028350316780987e+00
-8.524749697093244108e-03,-1.004075597365283512e+00,-9.799676605876735280e+00
-8.027856751363184658e-04,-9.970567523175303259e-01,-9.796067839477570871e+00
5.140772762296624528e-04,-9.962670771447170726e-01,-9.794083506099726222e+00
-4.413905132588775927e-05,-1.001095461994122360e+00,-9.801626346178448301e+00
1.130314303571801045e-03,-1.003293834348320201e+00,-9.785537883487322119e+00
3.699105555121344566e-03,-9.928308859106230733e-01,-9.789866222769099124e+00
1.008101310846166825e-02,-1.004633582164692562e+00,-9.796769213931030507e+00
-6.614999096019970500e-03,-9.937007260538440745e-01,-9.798835698388391080e+00
1.352690589880223477e-04,-9.976057214888331970e-01,-9.794898437090889587e+00
3.338029397399217869e-03,-1.005430946550549320e+00,-9.798420788011293681e+00
-1.179722635871667839e-03,-1.003502558095089370e+00,-9.791833907890437061e+00
5.118399900137940786e-03,-1.006071276089490540e+00,-9.792143550262885299e+00
-3.663999956535199821e-03,-1.005839166706772758e+00,-9.791818597572447658e+00
8.545457266524468304e-04,-1.000497670981604026e+00,-9.798276148646415606e+00
-2.470034267951511098e-03,-9.984033970699858207e-01,-9.795053417289761200e+00
6.248296860332770708e-03,-9.986109531443296827e-01,-9.799036126229140109e+00
