gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.706929744185324758e+06,4.688812347505299374e+06,3.360424399902527221e+06,2.991591166123656192e-02,-4.121128778892413358e-02,-5.674059415817136909e+00
-2.706931782946851570e+06,4.688798874806747772e+06,3.360412293771208264e+06,1.623847653678482314e-02,-6.680053438830645118e-02,-5.694360148729087356e+00
-2.706930804925333709e+06,4.688812207970323972e+06,3.360410675199996214e+06,3.358382568552145068e-03,2.201357126917827256e-02,-5.916978115451159148e+00
-2.706929871624705847e+06,4.688813349113432691e+06,3.360401147303496953e+06,-4.084556366348008477e-02,-1.358727556004295234e-03,-5.928718537945293576e+00
-2.706924724043419119e+06,4.688811452683696523e+06,3.360413596367980819e+06,8.115690148241330726e-02,-1.051714468065866326e-01,-6.082122028458543106e+00
-2.706927728469264694e+06,4.688810140664415434e+06,3.360409648108426016e+06,2.354190137941721884e-04,-1.053334636928503210e-02,-6.148984111369693473e+00
-2.706930937602625694e+06,4.688811697866067290e+06,3.360417413697617128e+06,-1.085232337643048661e-01,-4.469313385876962780e-02,-6.279583049692562646e+00
-2.706926982515940908e+06,4.688813763113711029e+06,3.360410562712874264e+06,5.482982634254999349e-02,-2.306608024502443399e-02,-6.392572543836442023e+00
-2.706930888384351972e+06,4.688803977972162887e+06,3.360410908147137612e+06,2.156695580842762916e-02,1.293371988027982970e-02,-6.454866312175181697e+00
-2.706928721844045911e+06,4.688809183901025914e+06,3.360412164374845102e+06,-4.678536857837173324e-02,-3.084524409284848667e-02,-6.470120284786167630e+00
-2.706936212266797666e+06,4.688808215707574040e+06,3.360410651952589396e+06,1.678379108560283661e-01,-4.185026903407971371e-03,-6.721192818719565309e+00
-2.706927773937641643e+06,4.688809020672149025e+06,3.360418263420450501e+06,-1.608373366605054394e-02,-6.078851422560526546e-02,-6.714742300318706114e+00
-2.706925919091763906e+06,4.688809540037269704e+06,3.360414058323272504e+06,2.262217155034226823e-02,-5.529749081065228611e-02,-6.865432443694953868e+00
-2.706932921312829480e+06,4.688808030416429043e+06,3.360401756852824707e+06,-4.242347055731944538e-02,1.444406655121718841e-02,-6.919559567640614972e+00
-2.706929535059935879e+06,4.688812455313494429e+06,3.360412514846572652e+06,6.825398327733230019e-02,4.372814631408687854e-04,-7.064047474139151461e+00
-2.706919474600284826e+06,4.688815341072514653e+06,3.360409580608288758e+06,-2.838751910568695566e-03,5.715856467873738078e-02,-7.222139845129174063e+00
-2.706928083767655306e+06,4.688797529525728896e+06,3.360406895244050305e+06,-1.183667438932111543e-02,5.212113989464838698e-02,-7.265031534167119887e+00
-2.706926683225737885e+06,4.688812935055402108e+06,3.360401223026684020e+06,2.138359285004471158e-02,-6.541192985234885182e-02,-7.429137635511026794e+00
-2.706934474221750628e+06,4.688812780968704261e+06,3.360393049651121721e+06,-7.281645837782013686e-02,3.409372809118223213e-02,-7.420963619648412113e+00
-2.706928378090105951e+06,4.688809513918101788e+06,3.360402613287694287e+06,-3.556607139131893330e-02,-3.409395955225843350e-02,-7.537971059383669292e+00
-2.706945079564748332e+06,4.688814719599653967e+06,3.360409188970184885e+06,7.069841014209518604e-02,-1.258631022809000334e-02,-7.605910282578597581e+00
-2.706928584204747342e+06,4.688814706965061836e+06,3.360410265091269743e+06,-4.403281927919244776e-02,-3.299200337350297052e-02,-7.771696721015667109e+00
-2.706921660689422395e+06,4.688813989904254675e+06,3.360395952833397780e+06,-2.035095097849071860e-02,4.500723752505424169e-03,-7.806295089960427092e+00
-2.706922905573111959e+06,4.688815448066729121e+06,3.360388123566071969e+06,-5.610186065865677835e-02,9.060650251778923359e-02,-7.921601914878717565e+00
-2.706924910075559746e+06,4.688814052182371728e+06,3.360395189891816583e+06,-9.393541630502262596e-02,4.975480112069594063e-02,-8.089080336656657266e+00
-2.706927697700662538e+06,4.688815565279679373e+06,3.360394169991132338e+06,-7.125770597938820006e-02,-2.038176671813060961e-02,-8.119710252524791727e+00
-2.706922231631798670e+06,4.688810369221021421e+06,3.360400101239371113e+06,4.976797577140279483e-02,-5.409257460386227012e-02,-8.321386415152440819e+00
-2.706933030887414701e+06,4.688814971434472129e+06,3.360388796116111334e+06,-3.235088743813343409e-02,-5.044349213260766046e-02,-8.389558282853160520e+00
-2.706931727036967408e+06,4.688808836615429260e+06,3.360399900508536026e+06,7.479805211381936048e-02,3.318864703844156411e-02,-8.433507074375047097e+00
-2.706930781355818734e+06,4.688815307252335362e+06,3.360394878960044589e+06,7.929210752276627527e-02,-5.784302099671866787e-02,-8.618509354060536864e+00
-2.706934897626901511e+06,4.688813483686173335e+06,3.360398764476295561e+06,6.666874210197658301e-02,4.739409446376918744e-02,-8.634927896902285127e+00
-2.706927094022304285e+06,4.688800280979804695e+06,3.360394357278490439e+06,-7.848974386899541800e-02,-6.256626665859514602e-02,-8.767362835076463412e+00
-2.706920928491599392e+06,4.688810901720383205e+06,3.360395834837330040e+06,-1.542844981610272219e-02,-2.346240479893616469e-03,-8.837617760748058160e+00
-2.706931720336617436e+06,4.688814203269562684e+06,3.360398716774954461e+06,-4.154179872960926667e-02,-3.760592388319961010e-02,-9.039069947438074237e+00
-2.706928073029077612e+06,4.688806056221027859e+06,3.360389082509640604e+06,6.376304091782346306e-02,-1.956280384970374066e-03,-9.073821995609124613e+00
-2.706924207646685652e+06,4.688807818699626252e+06,3.360386150531405583e+06,3.716129966565850234e-02,4.224011033279433808e-02,-9.264493492335924785e+00
-2.706928686301483307e+06,4.688815062334676273e+06,3.360383987053181510e+06,3.048420301638176885e-02,-3.691668705136134238e-02,-9.267503276942566259e+00
-2.706923254179930314e+06,4.688812354974675924e+06,3.360382300447965972e+06,-2.175078678118169337e-02,4.406317450209053244e-02,-9.291942923972101198e+00
-2.706928872921440750e+06,4.688803474226934835e+06,3.360390293625543360e+06,5.125812517694179615e-02,-8.064467199522971919e-02,-9.455110386230771269e+00
-2.706923206847619265e+06,4.688808968121012673e+06,3.360379283941292670e+06,2.516895545263638304e-02,-5.496476858364617371e-03,-9.610579481468020546e+00
-2.706928143643816933e+06,4.688814411063428968e+06,3.360380788388244808e+06,-6.374198651163627549e-02,-5.578573159790167074e-02,-9.700286692970790270e+00
-2.706925774067190010e+06,4.688811622566167265e+06,3.360393004817645531e+06,5.897746701067836661e-02,9.835951752595396055e-04,-9.731247338403562708e+00
-2.706933769369842950e+06,4.688803990881568752e+06,3.360385289123513736e+06,5.834975162942501042e-02,-2.031464421665368433e-02,-9.862203427030756586e+00
-2.706926374719552696e+06,4.688814000783106312e+06,3.360383246904777363e+06,3.055185861424022584e-02,2.711563395074725880e-02,-9.924428960741416006e+00
-2.706931739030601457e+06,4.688816225494588725e+06,3.360384001957342960e+06,-4.686125647202613737e-02,6.769790965438478303e-02,-9.997118557227748781e+00
-2.706922926976280287e+06,4.688803580591168255e+06,3.360380363395176362e+06,-7.179861084204382238e-02,-4.298602499269817134e-02,-9.828984981952279654e+00
-2.706935778907535132e+06,4.688809672702097334e+06,3.360384702640677337e+06,-8.753489831271044075e-02,7.941077412108059341e-02,-9.757086107434563615e+00
-2.706925308093465865e+06,4.688808956598618999e+06,3.360369047705591656e+06,2.057801110125449806e-02,-2.691204159726188344e-02,-9.748117838023702575e+00
-2.706929372454805765e+06,4.688817163199737668e+06,3.360380702999660745e+06,6.616378036603969004e-02,2.231687448950988792e-02,-9.597248374244626845e+00
-2.706933918816473801e+06,4.688809000120188110e+06,3.360374170356533490e+06,-2.146720274177905258e-02,-6.683014746356884250e-02,-9.470496612077580423e+00
-2.706937972175646573e+06,4.688816363574651070e+06,3.360384261992438231e+06,-4.629891806671430216e-02,3.588297600600805215e-02,-9.317133020200845550e+00
-2.706929012859351467e+06,4.688810751323235221e+06,3.360370440162369050e+06,-6.681002495937751924e-03,-5.172849407411788530e-03,-9.253758489645209195e+00
-2.706930922884971369e+06,4.688808488766209222e+06,3.360361942121983040e+06,-4.889576753736845499e-02,1.295993540950573543e-02,-9.166888247912533316e+00
-2.706926260036146268e+06,4.688809494454637170e+06,3.360391521496717818e+06,2.468388834625786371e-02,-3.736833841340055778e-02,-9.129766103481149031e+00
-2.706927869628810789e+06,4.688817128696883097e+06,3.360361834912525956e+06,1.118130343723106740e-01,-7.931527405345140114e-02,-8.969029409580590695e+00
-2.706933045013441239e+06,4.688816080445581116e+06,3.360360441959763877e+06,4.069895012671529561e-02,-6.399884435378892789e-02,-8.871065230644687105e+00
-2.706931291787316091e+06,4.688802239398173988e+06,3.360374915831405204e+06,-3.327246187599899180e-02,-5.857788242586119826e-02,-8.733780157035035074e+00
-2.706928213655544445e+06,4.688823076409582049e+06,3.360368792370118201e+06,-4.032955395135285476e-02,-3.883095053772185612e-02,-8.694485682285556294e+00
-2.706933686639614403e+06,4.688806701817386784e+06,3.360369739224816673e+06,2.692382523496850578e-03,3.938405873065464052e-02,-8.582195177081077375e+00
-2.706931316152710468e+06,4.688808110748642124e+06,3.360365748948926572e+06,2.710531071258830485e-02,-2.249948229906077388e-02,-8.413000049716391260e+00
-2.706923939228455070e+06,4.688812097558603622e+06,3.360358110320925713e+06,4.355250787563269554e-03,-2.984456357140155211e-02,-8.384867697113838503e+00
-2.706920761159720365e+06,4.688808222278211266e+06,3.360365355157283600e+06,-2.254916932733660312e-02,4.924543593151889560e-03,-8.213198716972783586e+00
-2.706922451980578247e+06,4.688809793441092595e+06,3.360365959794875700e+06,6.212328785200407766e-03,-6.672868454192716625e-02,-8.192098691877008676e+00
-2.706924825285220519e+06,4.688809565762681887e+06,3.360374136472656857e+06,1.837095139653461759e-02,5.766252960477622619e-02,-8.046849958034059114e+00
-2.706934694276219234e+06,4.688807324698807672e+06,3.360360649028887972e+06,1.927596891145631763e-02,8.965115660438541592e-03,-8.055693093035266372e+00
-2.706934189371878281e+06,4.688812062591191381e+06,3.360358277952827048e+06,9.061108798023329025e-02,-3.827383401237621774e-02,-7.839074076314510364e+00
-2.706923692663368303e+06,4.688810869337806478e+06,3.360361352668862324e+06,4.299578462405623247e-02,-2.084984472427850802e-02,-7.715539076969116117e+00
-2.706930583279796410e+06,4.688808959810111672e+06,3.360366132003527135e+06,-4.563013843018501325e-02,-5.639866440692390542e-02,-7.633342019218091856e+00
-2.706930321268595289e+06,4.688816976191643625e+06,3.360363149042976554e+06,-2.356938494044141449e-02,-3.292247979133856341e-03,-7.556365307299245160e+00
-2.706934443974494468e+06,4.688815147331319749e+06,3.360359963372016326e+06,1.473045297699059064e-02,-5.988634316834012122e-02,-7.514078453709393202e+00
-2.706930178446959238e+06,4.688814047974402085e+06,3.360361166344927624e+06,6.329170288332296168e-02,-4.870765586976465167e-02,-7.338903631634486224e+00
-2.706932308502977714e+06,4.688814996097124182e+06,3.360361814991060644e+06,8.023904650913665088e-03,-3.256177482624183356e-02,-7.249494139649062419e+00
-2.706916807129294612e+06,4.688814848469836637e+06,3.360348638127925806e+06,1.044679264064298368e-01,-4.853800404544665603e-02,-7.089214776502753779e+00
-2.706932131518922746e+06,4.688813814769371413e+06,3.360366099725790787e+06,-6.606096856741909551e-02,-4.367612435369139234e-02,-7.021853724632885374e+00
-2.706924311316295527e+06,4.688812333493972197e+06,3.360353423721069004e+06,-1.018338839715311403e-02,-2.038698983241537047e-02,-6.901775812095671370e+00
-2.706925590961528476e+06,4.688804940078677610e+06,3.360359048333733343e+06,-7.716747637758959721e-02,-1.065858294967508835e-01,-6.804571285376027845e+00
-2.706923249293030240e+06,4.688810679467066191e+06,3.360365971898035612e+06,-3.784174637528277263e-02,-4.366595744371925235e-03,-6.733660866737349870e+00
-2.706938454957067035e+06,4.688814495625993237e+06,3.360355455390586052e+06,2.260062134892937627e-02,-1.028381202678352487e-02,-6.629927182167908661e+00
-2.706925379245966207e+06,4.688807050863876939e+06,3.360346539372210857e+06,-3.128822067467875584e-02,-2.929323927694645557e-04,-6.577715798209216480e+00
-2.706922993432226591e+06,4.688807051098739728e+06,3.360356601301109418e+06,-6.147890429800999951e-02,-9.535429565817353514e-02,-6.458427372532149491e+00
-2.706927884073670488e+06,4.688805261757610366e+06,3.360356807106323540e+06,-3.015691300734456249e-04,-7.405452549330236722e-02,-6.347634007435964953e+00
-2.706934683938856237e+06,4.688809669095349498e+06,3.360348955375417136e+06,-7.255199645736752634e-02,1.971254603192376664e-02,-6.273609115088393473e+00
-2.706928192735361867e+06,4.688815849383283406e+06,3.360360038510364015e+06,-1.722473864579527822e-02,-2.724463673956196291e-02,-6.097150109794534423e+00
-2.706918866805348545e+06,4.688817557992542163e+06,3.360334367828584742e+06,-4.908359300794571702e-03,5.522330962448770411e-04,-5.982977310126660342e+00
-2.706930640173885506e+06,4.688809420978739858e+06,3.360348821264582686e+06,-8.564867759251712509e-02,-1.011906510112975388e-02,-5.995270113202314732e+00
-2.706917124384496827e+06,4.688811391835430637e+06,3.360350555776809808e+06,1.142171100354606554e-03,-2.474940643953758845e-02,-5.913699893636288785e+00
-2.706933222609300632e+06,4.688813625056209974e+06,3.360349312150569167e+06,8.481644325695060493e-02,-1.153625275437784869e-02,-5.683368751789370954e+00
-2.706925485693047289e+06,4.688807234736287966e+06,3.360361454731239472e+06,6.650579251812784032e-02,8.586067985168333028e-02,-5.623890499127667475e+00
-2.706915069170849398e+06,4.688800935197354294e+06,3.360337782006840687e+06,3.339740238947746381e-02,2.137485412562310783e-02,-5.539055533218420813e+00
-2.706929291693562176e+06,4.688813755047920160e+06,3.360361533015287016e+06,-2.365858848085736904e-02,-4.498456502581384825e-02,-5.548805841711192954e+00
-2.706925577776442748e+06,4.688816979863729328e+06,3.360348387753551360e+06,-8.291110071538168591e-02,-1.818882387951348267e-02,-5.291479741749079757e+00
-2.706939468801587820e+06,4.688808371584121138e+06,3.360341222711134702e+06,-5.259657646456535052e-02,-3.430475366354742220e-03,-5.277442083200245548e+00
-2.706929815252189059e+06,4.688809354993393645e+06,3.360344254634512123e+06,-3.223057968396366574e-02,5.859522830720287345e-02,-5.111890673040744737e+00
-2.706923654234412592e+06,4.688812583588887937e+06,3.360347905696566682e+06,8.151933128973108678e-02,2.832536002980846207e-02,-5.048201464467631183e+00
-2.706930426112643443e+06,4.688810612733837217e+06,3.360343022661651950e+06,2.067350730170141107e-02,2.987822671302954938e-02,-4.971114690056601226e+00
-2.706926869545435999e+06,4.688812974508600309e+06,3.360338020519231446e+06,5.075680433942802994e-02,3.295285016773703314e-03,-4.818713533144726391e+00
-2.706919127055797260e+06,4.688805243395818397e+06,3.360351254574980121e+06,-5.153233935496000229e-03,5.505201169435276765e-02,-4.760378214284896714e+00
-2.706933494046761189e+06,4.688806653554881923e+06,3.360322157861213200e+06,-4.138731971539651774e-04,5.040725105928343247e-02,-4.690851347424395357e+00
-2.706924821258627810e+06,4.688814823983614333e+06,3.360331262016830966e+06,-4.485850811877600125e-02,3.371778127669104730e-02,-4.522016628892748358e+00
-2.706923770107828546e+06,4.688811191267762333e+06,3.360339105181333143e+06,3.586428899060045000e-02,-1.840318416718505004e-02,-4.418192477497987269e+00
-2.706925594241994433e+06,4.688795565718685277e+06,3.360329800083804410e+06,8.768120618082467926e-03,8.195028794933562066e-02,-4.373361307799828346e+00
-2.706925005476606078e+06,4.688814290378854610e+06,3.360345490126451477e+06,4.166255153045463760e-02,-8.386040393081897748e-02,-4.233939813258327689e+00
-2.706932696440570056e+06,4.688804038987839594e+06,3.360345770783242770e+06,-9.330895672810344404e-04,-1.013323169130546098e-01,-4.214418431086346395e+00
-2.706928875982458703e+06,4.688812485369358212e+06,3.360340194141780492e+06,-1.124771027148356306e-01,3.271906915433166196e-02,-4.130448429125279652e+00
-2.706925795713348780e+06,4.688814854951750487e+06,3.360329548636449035e+06,-4.568475920534208895e-02,7.897400275446438134e-02,-3.954612075486942491e+00
-2.706922280623516999e+06,4.688808855016541667e+06,3.360340336506029125e+06,-2.833151716639570328e-02,-1.495911381072001847e-02,-3.810161973509897937e+00
-2.706938186093239114e+06,4.688813507481926121e+06,3.360336278969522566e+06,-9.992966233233053358e-03,-6.785228922001797745e-03,-3.790597780876783229e+00
-2.706937869639747776e+06,4.688814160148437135e+06,3.360329555332242046e+06,-1.884598091782552221e-02,3.761451731704781865e-02,-3.676890182332225532e+00
-2.706933475596029311e+06,4.688808626850065775e+06,3.360336030650863890e+06,-1.337741736670896957e-02,2.114383731884045964e-02,-3.587305229202309764e+00
-2.706927869237360079e+06,4.688804336822085083e+06,3.360326145718535408e+06,8.960773026525939433e-02,3.457926006090075981e-03,-3.460540713903797361e+00
-2.706930165884409100e+06,4.688818772985479794e+06,3.360337154191656504e+06,6.705647628510821856e-02,-2.586034544247304418e-02,-3.364032050538046992e+00
-2.706927213787165936e+06,4.688810581310668029e+06,3.360319105877770111e+06,-1.911813226012455333e-02,-5.314622171538832540e-02,-3.189599587926637891e+00
-2.706927940345861018e+06,4.688807744657924399e+06,3.360321995405558031e+06,3.032291345710583230e-02,1.239379627773296542e-02,-3.164063597254623605e+00
-2.706932414800202940e+06,4.688806916654528119e+06,3.360332012376036961e+06,2.201531033760453261e-03,-1.677402623624125316e-02,-3.089363737252876607e+00
-2.706940962167866062e+06,4.688818814925718121e+06,3.360325879867647309e+06,2.767336243250596850e-02,4.075396169112151246e-02,-2.956439952121793446e+00
-2.706927315523951780e+06,4.688806374479111284e+06,3.360341580401717220e+06,-1.191817699879553216e-01,4.679154909535582912e-02,-2.862806963703869556e+00
-2.706932802434883080e+06,4.688814122706109658e+06,3.360326491056848317e+06,2.398058584110399072e-02,1.590784619966562757e-02,-2.753651740136724868e+00
-2.706933289094858803e+06,4.688818713700627908e+06,3.360315687731867190e+06,-1.300316847805593062e-02,-3.627384268472987061e-02,-2.601549993123663196e+00
-2.706920605280116666e+06,4.688798628118563443e+06,3.360325477613295894e+06,1.675763432237429434e-02,4.760529095512167075e-02,-2.589091675623421906e+00
-2.706929375840665773e+06,4.688808522035050206e+06,3.360335189942298923e+06,-2.160001160018178851e-02,1.318071353805404244e-02,-2.299482650992402899e+00
-2.706922942417577375e+06,4.688810898087698035e+06,3.360332013180078939e+06,-1.223421111649141690e-01,6.937486171672591073e-02,-2.404841670108890828e+00
-2.706942107886855956e+06,4.688808136849435046e+06,3.360341703762967605e+06,-5.054245138616410282e-02,4.837219299784498161e-02,-2.335694341373302230e+00
-2.706928787326126825e+06,4.688810829609771259e+06,3.360337138704360928e+06,6.199242233268800750e-02,2.664043602910243225e-02,-2.155405360976144546e+00
-2.706933744103380945e+06,4.688815884940952063e+06,3.360326270763897337e+06,-8.268080190929939788e-02,-1.177600018222786649e-02,-1.995015269461513308e+00
-2.706932029111725278e+06,4.688807369058593176e+06,3.360317603487128858e+06,2.068444137395946628e-03,1.322170015788487474e-02,-1.989896236415989561e+00
-2.706927033516048454e+06,4.688811743033162318e+06,3.360333498352705035e+06,1.377160456588907844e-02,1.624893384108184319e-02,-1.856938577598511442e+00
-2.706923072548335418e+06,4.688803479744042270e+06,3.360327656489700079e+06,-7.969126338524377962e-02,-5.951125483269330968e-02,-1.733015731816182958e+00
-2.706937942329985090e+06,4.688811542601955123e+06,3.360328677716294304e+06,5.766145402399156829e-03,2.290170452325947237e-02,-1.627048696713178533e+00
-2.706932214218059555e+06,4.688812479689417407e+06,3.360337758357275277e+06,-4.588096900174882392e-02,-4.012811418258888096e-02,-1.506617097362679347e+00
-2.706927729943825863e+06,4.688818342051195912e+06,3.360327251509317197e+06,-9.576618357437445550e-02,1.740429117214508173e-02,-1.491625580329382750e+00
-2.706926810718549881e+06,4.688815734567982145e+06,3.360329248901353683e+06,5.853966434463937427e-03,-7.204113557131888723e-02,-1.445969752813356823e+00
-2.706928511778502259e+06,4.688804364195967093e+06,3.360334632709022146e+06,-6.998913515345543852e-03,1.317192095315493916e-01,-1.256323176553522547e+00
-2.706931396093814168e+06,4.688813320358813740e+06,3.360314542730864603e+06,6.042967258385466972e-02,-2.740403514226663617e-02,-1.147213763234914419e+00
-2.706928676681850571e+06,4.688812283527011983e+06,3.360326085377407726e+06,-6.047264869029500556e-02,2.976484548729788765e-03,-1.089112403318720501e+00
-2.706935771369316150e+06,4.688813596462945454e+06,3.360331863277303055e+06,9.772623275641710572e-02,4.199996204982639481e-02,-9.066444961771535915e-01
-2.706929487839768175e+06,4.688806555231521837e+06,3.360337199411644600e+06,-1.027702442227870338e-03,-1.474143058089456317e-02,-8.866562923166002586e-01
-2.706933677250653040e+06,4.688809559083946049e+06,3.360316913256435655e+06,2.855034807424329871e-02,-3.945339735179924714e-03,-7.003076714154543581e-01
-2.706938595697299577e+06,4.688805645822900347e+06,3.360326786580641288e+06,-2.996612742315131299e-03,-3.869736126054518222e-02,-6.407970742233506378e-01
-2.706924510078127962e+06,4.688813467073967680e+06,3.360331386986484285e+06,-2.676846602112217810e-02,1.525208484544020651e-02,-5.633316199179581041e-01
-2.706937227277987637e+06,4.688814415895285085e+06,3.360322161306912079e+06,6.741443216882045397e-02,1.835948152623389715e-02,-5.141879145805720031e-01
-2.706931012942892499e+06,4.688812629672407173e+06,3.360333011879275087e+06,6.805294741068862452e-02,-1.064136399345513330e-02,-3.561488235847486972e-01
-2.706929298566970043e+06,4.688811772173163481e+06,3.360331341528428253e+06,-5.349556877888270168e-02,5.044559541483783355e-02,-2.949427435428817468e-01
-2.706928899413860403e+06,4.688807148355012760e+06,3.360328887965008151e+06,3.842418539907992148e-02,-7.596806123466715369e-03,-1.247257953023497290e-01
-2.706931659798588138e+06,4.688812792585584335e+06,3.360335456002670340e+06,-1.020113045585178957e-02,8.250805989896347562e-04,-1.116041992640737224e-01
-2.706923110855557024e+06,4.688810575366253033e+06,3.360322030345104635e+06,-1.410706666352323259e-02,1.498678793418404924e-02,-5.398543877058287199e-02
-2.706938727593834046e+06,4.688816735676755197e+06,3.360331219632592052e+06,-3.855523496808625078e-02,5.200516340588329754e-03,3.738323858728265919e-02
-2.706930462935619056e+06,4.688812726786767133e+06,3.360330854215034284e+06,1.197093360018230794e-02,2.944226691078841857e-02,2.648929588478811208e-03
-2.706931271503460594e+06,4.688814428682237864e+06,3.360324633668151684e+06,2.973745653394660460e-02,5.834132964391654241e-02,4.671372088800261439e-03
-2.706926877900056075e+06,4.688816606358279474e+06,3.360329982998349704e+06,3.707790793451605504e-02,-7.389777600337314734e-02,5.381794223565249807e-02
-2.706930086918857880e+06,4.688810796262654476e+06,3.360338375826864969e+06,2.567066648418726144e-02,5.083911908804011198e-02,4.089686027334188401e-02
-2.706930405930184759e+06,4.688815542322362773e+06,3.360332339972282760e+06,5.020286876394508546e-02,-1.059051422372515872e-01,-6.445613000092983991e-02
-2.706923757787167560e+06,4.688815057868496515e+06,3.360331408043436706e+06,-1.109492572419894588e-02,3.911026922481057599e-02,-6.729724313900973219e-03
-2.706928209181227721e+06,4.688812470361520536e+06,3.360321921669788193e+06,3.438896980046697582e-02,6.921282147054699796e-02,-3.886652197560677875e-03
-2.706932754495364614e+06,4.688818164930058643e+06,3.360339899342227727e+06,-1.033526549675736067e-01,-4.028668172096388361e-02,4.333082380512329190e-02
-2.706932483276173938e+06,4.688814999540125951e+06,3.360335067585908808e+06,-3.200715180640155422e-02,3.432333578027250282e-03,7.292008709018896195e-02
-2.706920479769089259e+06,4.688815619024332613e+06,3.360325979398810305e+06,-8.699230270568468482e-02,2.248083472623537554e-02,6.441544918080234494e-02
-2.706926876370802056e+06,4.688807862174161710e+06,3.360341541881558020e+06,9.577164220317897769e-02,-5.356232141569418348e-03,-5.720013764166050063e-02
-2.706934706765997224e+06,4.688820838512339629e+06,3.360332615961798467e+06,-4.537127846633366018e-02,3.411416807826741365e-02,-1.092765944395639316e-01
-2.706927239313926082e+06,4.688811537240388803e+06,3.360338797279375140e+06,3.018977867928763353e-02,7.082355797542305709e-02,-1.146363773260965502e-01
-2.706932113739201799e+06,4.688813428045738488e+06,3.360330508753799368e+06,-4.257622021966690762e-02,-4.027007769576038815e-02,-9.357302465671119007e-02
-2.706925126637367066e+06,4.688812533664634451e+06,3.360322663112380076e+06,-1.239200494552509385e-02,-4.689314932227301586e-02,-5.000558938245530660e-02
-2.706921468380916864e+06,4.688808575506377965e+06,3.360340890050385147e+06,3.488379018750315669e-02,-1.533978332946713333e-02,6.343233364147698311e-03
-2.706932063508948777e+06,4.688803790894309990e+06,3.360327199239314999e+06,1.871981865546819106e-03,-1.211897656490552215e-03,2.524521334915913115e-02
-2.706923555342541542e+06,4.688816920986716636e+06,3.360336954533769749e+06,-1.225440590167533629e-02,5.057636446506408139e-04,2.331768166842844436e-02
-2.706931471777431201e+06,4.688815214413650334e+06,3.360332863080496434e+06,1.523874739299244802e-02,4.228379952261420577e-02,4.529383201419245886e-02
-2.706931961146394257e+06,4.688808004182363860e+06,3.360327842442388646e+06,-1.038999123014825998e-01,7.609052234011511040e-02,7.661256193335824749e-02
-2.706923500569338910e+06,4.688816594561151229e+06,3.360339932285357732e+06,-7.794248309807577657e-02,2.992902204098401089e-02,-1.788833001829156708e-02
-2.706929207463714760e+06,4.688815333562851883e+06,3.360335763748302124e+06,-3.768183015681285386e-02,-4.828987781983855310e-02,2.750812219517261622e-03
-2.706934188264793251e+06,4.688805579693354666e+06,3.360332198132895399e+06,-4.287321522931186735e-02,2.192746153619120481e-02,4.789471384954262917e-02
-2.706936807641773485e+06,4.688807039133838378e+06,3.360337105645633768e+06,1.784053106398219082e-02,8.645912209924604130e-02,-1.109275440199701257e-01
-2.706926677231068723e+06,4.688808502922840416e+06,3.360321379274164326e+06,1.588433232447940963e-02,4.890093208030352190e-02,-1.085582488525138195e-01
-2.706924218499710318e+06,4.688805607687038369e+06,3.360336599301520269e+06,6.674279396633107930e-02,1.540857639422894831e-02,-3.755072171593058089e-02
-2.706928784079729114e+06,4.688806009712433442e+06,3.360327063388914801e+06,-2.045539710431901192e-02,-4.590727223666117573e-02,-2.055683376571172324e-02
-2.706929442617669702e+06,4.688805485727440566e+06,3.360340033722927328e+06,9.104401762731068048e-02,-1.075173391768289577e-01,-3.835144347145410955e-06
-2.706932367195245344e+06,4.688809948807010427e+06,3.360334306269034743e+06,-9.549648319582447475e-02,-2.318685480339822622e-03,-7.727196155740511177e-03
-2.706929784110563342e+06,4.688805532640727237e+06,3.360327497467813548e+06,2.564387981230350708e-02,-3.394165390750510103e-02,-5.979473138086416339e-02
-2.706923372661884408e+06,4.688812690465266816e+06,3.360323139330355916e+06,3.690698296681494545e-02,-1.727087473145078392e-02,-3.825867141157285323e-02
-2.706930657527671196e+06,4.688807463640743867e+06,3.360327775939294603e+06,1.400803299435538635e-02,2.070335317923845814e-02,7.839862904451305736e-02
-2.706923037193623837e+06,4.688808095895164646e+06,3.360318569740413688e+06,-2.210320578824215548e-03,-2.035413994024915310e-02,-5.239663239662835457e-04
-2.706936910702353809e+06,4.688810732160193846e+06,3.360334139612983447e+06,4.004740991972347008e-02,-1.284754620143571668e-02,8.384476944862684356e-02
-2.706917772245225962e+06,4.688806477688570507e+06,3.360333216044167057e+06,4.995542872423876235e-02,-4.609538019869421910e-02,-2.256964648353657760e-02
-2.706938499366105534e+06,4.688814967220821418e+06,3.360331778874564450e+06,-5.092735339029713648e-02,6.006149151936356761e-02,-2.467683618708844256e-02
-2.706938331530519295e+06,4.688807569156814367e+06,3.360338584802567028e+06,6.248865207741291505e-02,-8.528576342727385573e-02,2.395183439752208640e-02
-2.706927466726075392e+06,4.688805199960820377e+06,3.360326424901057966e+06,8.231430349860265061e-02,4.528345068342844865e-02,-6.909342171916647846e-02
-2.706938045827320777e+06,4.688816805115333758e+06,3.360331841810149606e+06,9.352694664878770381e-02,-1.790883714590607231e-02,1.694917865386563055e-02
-2.706931514482833445e+06,4.688813032432035543e+06,3.360342411434836220e+06,-1.398158599803619312e-02,1.125197552438892412e-01,-4.366847604068260086e-02
